"filmcategory","film_id","film_name","release_year","language_id","rental_duration","rental_rate","length","rating","film_actor","customer_id","payment"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",233,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",254,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",283,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",317,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",335,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",362,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",419,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",463,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",486,"4.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",512,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",583,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",590,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",593,"2.99"
"Sci-Fi",138,"Chariots Conspiracy",2006,1,5,"2.99",71,"R","Gina Degeneres, Michael Bolger",599,"6.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",11,"6.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",31,"6.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",46,"4.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",54,"4.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",66,"4.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",126,"6.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",146,"4.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",155,"0.00"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",213,"4.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",258,"6.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",342,"4.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",346,"4.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",370,"4.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",386,"4.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",429,"7.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",474,"6.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",504,"5.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",524,"6.99"
"Family",139,"Chasing Fight",2006,1,7,"4.99",114,"PG","Fay Winslet, Jada Ryder, Mena Hopper, Russell Temple, Tom Miranda",579,"4.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",90,"2.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",159,"0.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",227,"0.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",230,"1.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",290,"0.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",295,"2.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",323,"3.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",353,"3.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",396,"1.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",407,"0.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",409,"0.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",443,"0.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",451,"0.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",463,"0.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",527,"0.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",576,"2.99"
"Sci-Fi",140,"Cheaper Clyde",2006,1,6,"0.99",87,"G","Lucille Tracy, Penelope Guiness",597,"0.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",97,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",187,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",193,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",267,"6.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",271,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",275,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",296,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",350,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",388,"6.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",407,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",467,"6.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",522,"7.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",525,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",529,"4.99"
"Games",141,"Chicago North",2006,1,6,"4.99",185,"PG-13","Burt Temple, Cuba Allen, Jayne Silverstone, Kevin Garland, Liza Bergman, Mae Hoffman, Meryl Gibson, River Dean",538,"5.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",2,"5.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",26,"4.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",52,"3.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",63,"3.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",84,"0.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",97,"0.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",113,"2.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",133,"0.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",167,"5.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",179,"2.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",208,"0.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",252,"0.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",263,"1.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",333,"0.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",386,"3.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",387,"6.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",428,"3.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",442,"0.99"
"Documentary",142,"Chicken Hellfighters",2006,1,3,"0.99",122,"PG","Henry Berry, Kirsten Paltrow",502,"3.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",11,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",24,"1.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",26,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",126,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",149,"4.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",190,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",229,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",267,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",273,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",280,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",285,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",346,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",378,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",384,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",389,"3.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",390,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",422,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",430,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",474,"1.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",535,"0.99"
"Drama",143,"Chill Luck",2006,1,6,"0.99",142,"PG","Burt Posey, Mary Tandy, Meg Hawke, Warren Jackman, Woody Jolie",558,"0.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",25,"4.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",71,"4.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",146,"4.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",183,"4.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",277,"4.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",306,"4.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",352,"4.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",442,"5.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",550,"4.99"
"Family",145,"Chisum Behavior",2006,1,5,"4.99",124,"G","Fay Winslet, Gene Hopkins, Julia Fawcett, Nick Wahlberg",574,"4.99"
"Drama",146,"Chitty Lock",2006,1,6,"2.99",107,"G","Al Garland, Elvis Marx, Humphrey Garland, Johnny Lollobrigida, Lisa Monroe, Lucille Tracy, Nick Degeneres, Olympia Pfeiffer, Rock Dukakis, Russell Temple, Sissy Sobieski, Susan Davis, Val Bolger",245,"2.99"
"Drama",146,"Chitty Lock",2006,1,6,"2.99",107,"G","Al Garland, Elvis Marx, Humphrey Garland, Johnny Lollobrigida, Lisa Monroe, Lucille Tracy, Nick Degeneres, Olympia Pfeiffer, Rock Dukakis, Russell Temple, Sissy Sobieski, Susan Davis, Val Bolger",286,"5.99"
"Drama",146,"Chitty Lock",2006,1,6,"2.99",107,"G","Al Garland, Elvis Marx, Humphrey Garland, Johnny Lollobrigida, Lisa Monroe, Lucille Tracy, Nick Degeneres, Olympia Pfeiffer, Rock Dukakis, Russell Temple, Sissy Sobieski, Susan Davis, Val Bolger",324,"2.99"
"Drama",146,"Chitty Lock",2006,1,6,"2.99",107,"G","Al Garland, Elvis Marx, Humphrey Garland, Johnny Lollobrigida, Lisa Monroe, Lucille Tracy, Nick Degeneres, Olympia Pfeiffer, Rock Dukakis, Russell Temple, Sissy Sobieski, Susan Davis, Val Bolger",376,"2.99"
"Drama",146,"Chitty Lock",2006,1,6,"2.99",107,"G","Al Garland, Elvis Marx, Humphrey Garland, Johnny Lollobrigida, Lisa Monroe, Lucille Tracy, Nick Degeneres, Olympia Pfeiffer, Rock Dukakis, Russell Temple, Sissy Sobieski, Susan Davis, Val Bolger",388,"3.99"
"Drama",146,"Chitty Lock",2006,1,6,"2.99",107,"G","Al Garland, Elvis Marx, Humphrey Garland, Johnny Lollobrigida, Lisa Monroe, Lucille Tracy, Nick Degeneres, Olympia Pfeiffer, Rock Dukakis, Russell Temple, Sissy Sobieski, Susan Davis, Val Bolger",463,"3.99"
"Drama",146,"Chitty Lock",2006,1,6,"2.99",107,"G","Al Garland, Elvis Marx, Humphrey Garland, Johnny Lollobrigida, Lisa Monroe, Lucille Tracy, Nick Degeneres, Olympia Pfeiffer, Rock Dukakis, Russell Temple, Sissy Sobieski, Susan Davis, Val Bolger",488,"2.99"
"Drama",146,"Chitty Lock",2006,1,6,"2.99",107,"G","Al Garland, Elvis Marx, Humphrey Garland, Johnny Lollobrigida, Lisa Monroe, Lucille Tracy, Nick Degeneres, Olympia Pfeiffer, Rock Dukakis, Russell Temple, Sissy Sobieski, Susan Davis, Val Bolger",529,"2.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",31,"3.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",34,"0.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",42,"0.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",58,"3.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",86,"0.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",120,"0.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",312,"3.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",376,"0.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",446,"0.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",468,"2.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",489,"3.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",498,"0.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",502,"0.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",505,"3.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",545,"4.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",548,"3.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",553,"4.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",563,"1.99"
"Family",147,"Chocolat Harry",2006,1,5,"0.99",101,"NC-17","Jane Jackman, Joe Swank, Kirk Jovovich, Reese West, Rip Crawford",590,"2.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",30,"2.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",36,"1.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",52,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",56,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",132,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",149,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",177,"1.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",221,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",234,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",239,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",259,"2.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",287,"2.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",335,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",336,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",341,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",349,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",503,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",551,"0.99"
"Children",149,"Christmas Moonshine",2006,1,7,"0.99",150,"NC-17","Emily Dee, Penelope Monroe, Thora Temple",562,"0.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",37,"2.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",52,"4.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",72,"2.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",137,"2.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",154,"2.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",173,"2.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",196,"3.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",274,"2.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",325,"2.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",329,"2.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",351,"2.99"
"Documentary",150,"Cider Desire",2006,1,7,"2.99",101,"PG","Frances Day-Lewis, Jodie Degeneres, Jon Chase, Julia Mcqueen, Penelope Pinkett",400,"2.99"
